annotation_id,query_original,query_normalized,category,category_confidence,entities_json,quality_grade,split,reviewer_status,reviewer_comment
6ad09e9e05477ad6caff223b,Windows 11 Home,windows 11 home,office и windows,0.9362790733650934,"[{""type"":""os_version"",""value"":""windows 11 home"",""text"":""windows 11 home"",""start"":0,""end"":15,""token_start"":0,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""windows 11 home"",""unit"":""""}]",B,validation,"",""
2b3e0832014a9e0a34dd35a0,телевизоры 4к Qled,телевизоры 4к qled,телевизоры,0.9999999999999998,"[{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":14,""end"":18,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""}]",A,validation,"",""
11ddd75d2843484cb1393512,Планшет 120 Гц,планшет 120 гц,планшеты,1.0,"[{""type"":""refresh_rate"",""value"":""120 гц"",""text"":""120 гц"",""start"":8,""end"":14,""token_start"":1,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""120 гц"",""unit"":""Гц""}]",A,validation,"",""
8ff81f3e76b17fe4b1b70c3e,чайеик электрический  белого цвета,чайеик электрический белого цвета,электрические чайники,0.9999999999999999,"[{""type"":""color"",""value"":""белый"",""text"":""белого"",""start"":21,""end"":27,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""белый"",""unit"":""""}]",A,validation,"",""
da4d67289ec20a3ffc21fd5a,LEX LWM12812WIDD,lex lwm12812widd,стиральные машины,1.0,"[{""type"":""brand"",""value"":""lex"",""text"":""lex"",""start"":0,""end"":3,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""lex"",""unit"":""""}]",A,validation,"",""
7518633307ff087259253e7a,20000 мач,20000 мач,внешние аккумуляторы,1.0,"[{""type"":""battery_capacity"",""value"":""20000 мач"",""text"":""20000 мач"",""start"":0,""end"":9,""token_start"":0,""token_end"":2,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""20000 мач"",""unit"":""мАч""}]",C,validation,"",""
40b11be9863216971e1167c9,Газовый котел Baxi ,газовый котел baxi,газовые котлы отопления,1.0,"[{""type"":""brand"",""value"":""baxi"",""text"":""baxi"",""start"":14,""end"":18,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""baxi"",""unit"":""""}]",A,validation,"",""
db16c61e1ca1d1b0409dfccd,Xiaomi Redmi 14C 8/256 ГБ,xiaomi redmi 14c 8/256 гб,смартфоны,1.0,"[{""type"":""brand"",""value"":""xiaomi"",""text"":""xiaomi"",""start"":0,""end"":6,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""xiaomi"",""unit"":""""},{""type"":""memory_rom"",""value"":""256 гб"",""text"":""256 гб"",""start"":19,""end"":25,""token_start"":4,""token_end"":6,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""256 гб"",""unit"":""""}]",A,validation,"",""
1c5259de91afbc8007d4c092,яндекс тв станция QLED с алисой,яндекс тв станция qled с алисой,телевизоры,1.0,"[{""type"":""brand"",""value"":""яндекс"",""text"":""яндекс"",""start"":0,""end"":6,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""яндекс"",""unit"":""""},{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":18,""end"":22,""token_start"":3,""token_end"":4,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""}]",A,validation,"",""
6ffc55e7fa526a8484a845a4,"HUAWEI Планшет MatePad 11.5 PaperMatte + Клавиатура, 11.5"" 8 ГБ/256 ГБ, сиреневый","huawei планшет matepad 11.5 papermatte + клавиатура, 11.5 8 гб/256 гб, сиреневый",планшеты,0.9999999999999999,"[{""type"":""brand"",""value"":""huawei"",""text"":""huawei"",""start"":0,""end"":6,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""huawei"",""unit"":""""},{""type"":""memory_ram"",""value"":""8 гб"",""text"":""8 гб"",""start"":58,""end"":62,""token_start"":9,""token_end"":11,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""8 гб"",""unit"":""ГБ""}]",A,validation,"",""
ccd2757dca11e7b0270e6c5d,"Телевизор 4К QE55Q8FAAUXRU 55"", QLED, HDR+, 60 Гц","телевизор 4к qe55q8faauxru 55 , qled, hdr+, 60 гц",телевизоры,0.9999999999999999,"[{""type"":""model"",""value"":""QE55Q8FAAUXRU"",""text"":""qe55q8faauxru"",""start"":13,""end"":26,""token_start"":2,""token_end"":3,""confidence"":0.885517,""source"":""model_catalog_exact"",""matched_candidate"":""qe55q8faauxru"",""unit"":""""},{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":32,""end"":36,""token_start"":4,""token_end"":5,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""},{""type"":""refresh_rate"",""value"":""60 гц"",""text"":""60 гц"",""start"":44,""end"":49,""token_start"":6,""token_end"":8,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""60 гц"",""unit"":""Гц""}]",A,validation,"",""
3c7d6a4fba00040e858065bf,"Телевизор Яндекс ТВ Станция QLED с Алисой 65"" 4K UHD",телевизор яндекс тв станция qled с алисой 65 4k uhd,телевизоры,1.0,"[{""type"":""brand"",""value"":""яндекс"",""text"":""яндекс"",""start"":10,""end"":16,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""яндекс"",""unit"":""""},{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":28,""end"":32,""token_start"":4,""token_end"":5,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""}]",A,validation,"",""
3f9622985cf1d970e2dbfaaa,"Ноутбук ASUS X1504ZA-BQ1602 Cool серебристый/15.6""/1920x1080 пикс./IPS/Core i3/UHD Graphics/16ГБ/512ГБ/DOS",ноутбук asus x1504za bq1602 cool серебристый/15.6 /1920x1080 пикс./ips/core i3/uhd graphics/16гб/512гб/dos,ноутбуки,1.0,"[{""type"":""brand"",""value"":""asus"",""text"":""asus"",""start"":8,""end"":12,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""asus"",""unit"":""""},{""type"":""display_technology"",""value"":""ips"",""text"":""ips"",""start"":67,""end"":70,""token_start"":10,""token_end"":11,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""ips"",""unit"":""""},{""type"":""processor_model"",""value"":""core i3"",""text"":""core i3"",""start"":71,""end"":78,""token_start"":11,""token_end"":13,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""core i3"",""unit"":""""},{""type"":""os"",""value"":""dos"",""text"":""dos"",""start"":103,""end"":106,""token_start"":17,""token_end"":18,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""dos"",""unit"":""""}]",A,validation,"",""
1a5dfa33d4b144e8b2ae7150,Ноутбук с  Linux,ноутбук с linux,ноутбуки,1.0,"[{""type"":""os"",""value"":""linux"",""text"":""linux"",""start"":10,""end"":15,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""linux"",""unit"":""""}]",A,validation,"",""
696314bd549c6da2b1d61fe5,"Планшет Xiaomi Redmi Pad 2 Pro 5G, 12.1"", 6GB/128GB, Android 15","планшет xiaomi redmi pad 2 pro 5g, 12.1 , 6gb/128gb, android 15",планшеты,1.0,"[{""type"":""os_version"",""value"":""android 15"",""text"":""android 15"",""start"":53,""end"":63,""token_start"":11,""token_end"":13,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""android 15"",""unit"":""""}]",A,validation,"",""
69c1301b04d7b70975931572,Внешний аккумулятор MagSafe Baseus Magnetic Mini Air 6000 мАч Cluster Black,внешний аккумулятор magsafe baseus magnetic mini air 6000 мач cluster black,внешние аккумуляторы,1.0,"[{""type"":""brand"",""value"":""baseus"",""text"":""baseus"",""start"":28,""end"":34,""token_start"":3,""token_end"":4,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""baseus"",""unit"":""""},{""type"":""battery_capacity"",""value"":""6000 мач"",""text"":""6000 мач"",""start"":53,""end"":61,""token_start"":7,""token_end"":9,""confidence"":0.926571,""source"":""attribute_catalog_exact"",""matched_candidate"":""6000 мач"",""unit"":""мАч""}]",A,validation,"",""
6f46e9b36ac9e1a1dff5d807,Блендер стационарный Bosch MMB6141S 1200 Вт,блендер стационарный bosch mmb6141s 1200 вт,блендеры,1.0,"[{""type"":""brand"",""value"":""bosch"",""text"":""bosch"",""start"":21,""end"":26,""token_start"":2,""token_end"":3,""confidence"":0.910874,""source"":""brand_exact"",""matched_candidate"":""bosch"",""unit"":""""},{""type"":""power"",""value"":""1200 вт"",""text"":""1200 вт"",""start"":36,""end"":43,""token_start"":4,""token_end"":6,""confidence"":0.910874,""source"":""attribute_catalog_exact"",""matched_candidate"":""1200 вт"",""unit"":""Вт""}]",A,validation,"",""
950b5f66facb3db58a036a6c,тепловентилятор ресанта,тепловентилятор ресанта,тепловентиляторы,1.0,"[{""type"":""brand"",""value"":""ресанта"",""text"":""ресанта"",""start"":16,""end"":23,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""ресанта"",""unit"":""""}]",A,validation,"",""
3c6b661131721c76f0e26b14,"Аэрогриль Tefal Easy Fry & Grill XXL Inox EY801D15, 1830 Вт, 6.5 л, сенсорный дисплей, 8 программ, таймер, серебристый","аэрогриль tefal easy fry & grill xxl inox ey801d15, 1830 вт, 6.5 л, сенсорный дисплей, 8 программ, таймер, серебристый",аэрогрили,1.0,"[{""type"":""brand"",""value"":""tefal"",""text"":""tefal"",""start"":10,""end"":15,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""tefal"",""unit"":""""},{""type"":""power"",""value"":""1830 вт"",""text"":""1830 вт"",""start"":52,""end"":59,""token_start"":8,""token_end"":10,""confidence"":0.852256,""source"":""attribute_catalog_exact"",""matched_candidate"":""1830 вт"",""unit"":""Вт""}]",A,validation,"",""
90ee0a9a5e2a7a788622984a, realme 512 гб,realme 512 гб,смартфоны,1.0,"[{""type"":""brand"",""value"":""realme"",""text"":""realme"",""start"":0,""end"":6,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""realme"",""unit"":""""},{""type"":""memory_rom"",""value"":""512 гб"",""text"":""512 гб"",""start"":7,""end"":13,""token_start"":1,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""512 гб"",""unit"":""""}]",C,validation,"",""
2b4717f7ab229152ed889e28,Kuppersberg HF 607 B,kuppersberg hf 607 b,встраиваемый электрический духовой шкаф,0.9999999999999999,"[{""type"":""brand"",""value"":""kuppersberg"",""text"":""kuppersberg"",""start"":0,""end"":11,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""kuppersberg"",""unit"":""""}]",A,validation,"",""
cb698a83fff0f2241142e818,"Вытяжной вентилятор MAUNFELD MFE12GGR , серый, 12 Вт, 33 Дб.","вытяжной вентилятор maunfeld mfe12ggr , серый, 12 вт, 33 дб.",вентиляторы вытяжные,1.0,"[{""type"":""brand"",""value"":""maunfeld"",""text"":""maunfeld"",""start"":20,""end"":28,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""maunfeld"",""unit"":""""},{""type"":""power"",""value"":""12 вт"",""text"":""12 вт"",""start"":47,""end"":52,""token_start"":5,""token_end"":7,""confidence"":0.931783,""source"":""attribute_catalog_exact"",""matched_candidate"":""12 вт"",""unit"":""Вт""}]",A,validation,"",""
cf62dcef33de3031407f01c4,"Philips STE3170/80 Вертикальный отпариватель, черный","philips ste3170/80 вертикальный отпариватель, черный",вертикальные отпариватели,1.0,"[{""type"":""brand"",""value"":""philips"",""text"":""philips"",""start"":0,""end"":7,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""philips"",""unit"":""""},{""type"":""model"",""value"":""STE3170/80"",""text"":""ste3170/80"",""start"":8,""end"":18,""token_start"":1,""token_end"":3,""confidence"":1.0,""source"":""model_catalog_exact"",""matched_candidate"":""ste3170/80"",""unit"":""""}]",A,validation,"",""
3bf292f39fc348aee5fc866b,Пылесос с контейнером для пыли Samsung VC18M21C0VN/EV зеленый,пылесос с контейнером для пыли samsung vc18m21c0vn/ev зеленый,пылесосы напольные,1.0,"[{""type"":""brand"",""value"":""samsung"",""text"":""samsung"",""start"":31,""end"":38,""token_start"":5,""token_end"":6,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""samsung"",""unit"":""""},{""type"":""model"",""value"":""VC18M21C0VN/EV"",""text"":""vc18m21c0vn/ev"",""start"":39,""end"":53,""token_start"":6,""token_end"":8,""confidence"":1.0,""source"":""model_catalog_exact"",""matched_candidate"":""vc18m21c0vn/ev"",""unit"":""""},{""type"":""color"",""value"":""зеленый"",""text"":""зеленый"",""start"":54,""end"":61,""token_start"":8,""token_end"":9,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""зеленый"",""unit"":""""}]",A,validation,"",""
9c6b0529b7c8bbba554048b8,"Наушники Samsung Galaxy Buds3 FE, Черный","наушники samsung galaxy buds3 fe, черный",наушники,1.0,"[{""type"":""brand"",""value"":""samsung"",""text"":""samsung"",""start"":9,""end"":16,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""samsung"",""unit"":""""},{""type"":""color"",""value"":""черный"",""text"":""черный"",""start"":34,""end"":40,""token_start"":5,""token_end"":6,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""черный"",""unit"":""""}]",C,validation,"",""
3a53ed8a49f65a18a11bcd93,Планшет 11 дюймов,планшет 11 дюймов,планшеты,1.0,"[{""type"":""screen_diagonal"",""value"":""11 дюйм"",""text"":""11 дюймов"",""start"":8,""end"":17,""token_start"":1,""token_end"":3,""confidence"":0.904537,""source"":""attribute_catalog_exact"",""matched_candidate"":""11 дюйм"",""unit"":""\""""}]",A,validation,"",""
06404ebf84fe24afbeff9c74,Игровой ноутбук на 1 ТБ памяти с установленным Windows 11 Pro,игровой ноутбук на 1 тб памяти с установленным windows 11 pro,ноутбуки,1.0,"[{""type"":""os_version"",""value"":""windows 11 pro"",""text"":""windows 11 pro"",""start"":47,""end"":61,""token_start"":8,""token_end"":11,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""windows 11 pro"",""unit"":""""}]",C,validation,"",""
42049389a419647296b1766f,"Thermex GIRO 80 V 80 л Водонагреватель накопительный, 1500 Вт, белый","thermex giro 80 v 80 л водонагреватель накопительный, 1500 вт, белый",накопительные водонагреватели,1.0,"[{""type"":""brand"",""value"":""thermex"",""text"":""thermex"",""start"":0,""end"":7,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""thermex"",""unit"":""""},{""type"":""power"",""value"":""1500 вт"",""text"":""1500 вт"",""start"":54,""end"":61,""token_start"":8,""token_end"":10,""confidence"":0.820948,""source"":""attribute_catalog_exact"",""matched_candidate"":""1500 вт"",""unit"":""Вт""},{""type"":""color"",""value"":""белый"",""text"":""белый"",""start"":63,""end"":68,""token_start"":10,""token_end"":11,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""белый"",""unit"":""""}]",C,validation,"",""
9dba984f9312a60fcfa163ff,Системный блок intel,системный блок intel,системные блоки,1.0,"[{""type"":""processor_brand"",""value"":""intel"",""text"":""intel"",""start"":15,""end"":20,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""intel"",""unit"":""""}]",A,validation,"",""
5cb2c4dc238a08556b23bce3,"Ноутбук игровой MSI Thin 15 B13VE-3200XRU Intel Core i7-13620H/16Gb/SSD512Gb/RTX4050 6Gb/15.6""/IPS/FHD/1920x1080/144Hz/NoOS/Cosmos серый (9S7-16R831-3200)",ноутбук игровой msi thin 15 b13ve 3200xru intel core i7 13620h/16gb/ssd512gb/rtx4050 6gb/15.6 /ips/fhd/1920x1080/144hz/noos/cosmos серый (9s7 16r831 3200),ноутбуки,1.0,"[{""type"":""brand"",""value"":""msi"",""text"":""msi"",""start"":16,""end"":19,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""msi"",""unit"":""""},{""type"":""processor_brand"",""value"":""intel"",""text"":""intel"",""start"":42,""end"":47,""token_start"":7,""token_end"":8,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""intel"",""unit"":""""},{""type"":""processor_model"",""value"":""core i7"",""text"":""core i7"",""start"":48,""end"":55,""token_start"":8,""token_end"":10,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""core i7"",""unit"":""""},{""type"":""display_technology"",""value"":""ips"",""text"":""ips"",""start"":95,""end"":98,""token_start"":17,""token_end"":18,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""ips"",""unit"":""""},{""type"":""os"",""value"":""noos"",""text"":""noos"",""start"":119,""end"":123,""token_start"":21,""token_end"":22,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""noos"",""unit"":""""},{""type"":""color"",""value"":""серый"",""text"":""серый"",""start"":131,""end"":136,""token_start"":23,""token_end"":24,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""серый"",""unit"":""""}]",A,validation,"",""
8fe27ecc23fd8ee538064fa3,Телевизор Яндекс Тв Qled с Алисой 55,телевизор яндекс тв qled с алисой 55,телевизоры,1.0,"[{""type"":""brand"",""value"":""яндекс"",""text"":""яндекс"",""start"":10,""end"":16,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""яндекс"",""unit"":""""},{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":20,""end"":24,""token_start"":3,""token_end"":4,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""}]",C,validation,"",""
52aac0088be28590ca5a4bdd,"Ноутбук TUF Gaming A15 FA506NCQ-HN032 Ryzen 7 170, 16GBх512GB, GeForce RTX 3050","ноутбук tuf gaming a15 fa506ncq hn032 ryzen 7 170, 16gbх512gb, geforce rtx 3050",ноутбуки,1.0,"[{""type"":""processor_model"",""value"":""ryzen 7"",""text"":""ryzen 7"",""start"":38,""end"":45,""token_start"":6,""token_end"":8,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""ryzen 7"",""unit"":""""}]",C,validation,"",""
10bfe3f50d9fb7dfb013862c,Ryzen 5 150,ryzen 5 150,ноутбуки,1.0,"[{""type"":""processor_model"",""value"":""ryzen 5"",""text"":""ryzen 5"",""start"":0,""end"":7,""token_start"":0,""token_end"":2,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""ryzen 5"",""unit"":""""}]",A,validation,"",""
3760b18958c51edead325f5f,"Телевизор TCL 55C7L (2026) 55"" 4K UHD QLED Smart TV",телевизор tcl 55c7l (2026) 55 4k uhd qled smart tv,телевизоры,1.0,"[{""type"":""brand"",""value"":""tcl"",""text"":""tcl"",""start"":10,""end"":13,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""tcl"",""unit"":""""},{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":37,""end"":41,""token_start"":7,""token_end"":8,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""}]",A,validation,"",""
e08e91c97707c1d2bf164f20,Xiaomi TV S Mini LED 55 2026,xiaomi tv s mini led 55 2026,телевизоры,1.0,"[{""type"":""brand"",""value"":""xiaomi"",""text"":""xiaomi"",""start"":0,""end"":6,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""xiaomi"",""unit"":""""},{""type"":""display_technology"",""value"":""led"",""text"":""led"",""start"":17,""end"":20,""token_start"":4,""token_end"":5,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""led"",""unit"":""""}]",A,validation,"",""
97f0a64807e4b998f817ee76,"МФУ лазерный HP LaserJet Pro 4103fdw 2Z629A , принтер , сканер , копир, Wi-Fi , 40 стр/мин , белый","мфу лазерный hp laserjet pro 4103fdw 2z629a , принтер , сканер , копир, wi fi , 40 стр/мин , белый",мфу,1.0,"[{""type"":""brand"",""value"":""hp"",""text"":""hp"",""start"":13,""end"":15,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""hp"",""unit"":""""},{""type"":""model"",""value"":""4103fdw (2Z629A)"",""text"":""4103fdw 2z629a"",""start"":29,""end"":43,""token_start"":5,""token_end"":7,""confidence"":1.0,""source"":""model_catalog_exact"",""matched_candidate"":""4103fdw (2z629a)"",""unit"":""""},{""type"":""color"",""value"":""белый"",""text"":""белый"",""start"":93,""end"":98,""token_start"":15,""token_end"":16,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""белый"",""unit"":""""}]",A,validation,"",""
7539bc11b4a7a0d555217520,MacBook 13 M1,macbook 13 m1,ноутбуки,1.0,"[{""type"":""processor_model"",""value"":""m1"",""text"":""m1"",""start"":11,""end"":13,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""m1"",""unit"":""""}]",A,validation,"",""
dc5cc84d90a60e40eb34ad3c,"Haier HOX-P06HGB Электрический духовой шкаф, встраиваемый, 59,5 см, черный","haier hox p06hgb электрический духовой шкаф, встраиваемый, 59,5 см, черный",встраиваемый электрический духовой шкаф,1.0,"[{""type"":""brand"",""value"":""haier"",""text"":""haier"",""start"":0,""end"":5,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""haier"",""unit"":""""},{""type"":""model"",""value"":""HOX-P06HGB"",""text"":""hox p06hgb"",""start"":6,""end"":16,""token_start"":1,""token_end"":3,""confidence"":1.0,""source"":""model_catalog_exact"",""matched_candidate"":""hox p06hgb"",""unit"":""""},{""type"":""color"",""value"":""черный"",""text"":""черный"",""start"":68,""end"":74,""token_start"":10,""token_end"":11,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""черный"",""unit"":""""}]",C,validation,"",""
a9190623e30ee47370cba6e1,Электрические чайники tefal белый,электрические чайники tefal белый,электрические чайники,1.0,"[{""type"":""brand"",""value"":""tefal"",""text"":""tefal"",""start"":22,""end"":27,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""tefal"",""unit"":""""},{""type"":""color"",""value"":""белый"",""text"":""белый"",""start"":28,""end"":33,""token_start"":3,""token_end"":4,""confidence"":0.873941,""source"":""attribute_catalog_exact"",""matched_candidate"":""белый"",""unit"":""""}]",A,validation,"",""
4929e0102100a20e0e3aa486,Apple MacBook Air 15 (M5,apple macbook air 15 (m5,ноутбуки,0.9999999999999999,"[{""type"":""brand"",""value"":""apple"",""text"":""apple"",""start"":0,""end"":5,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""apple"",""unit"":""""},{""type"":""processor_model"",""value"":""m5"",""text"":""m5"",""start"":22,""end"":24,""token_start"":4,""token_end"":5,""confidence"":0.917534,""source"":""attribute_catalog_exact"",""matched_candidate"":""m5"",""unit"":""""}]",A,validation,"",""
597695374862ac41cd2f6322,"Аэрогриль РЕДМОНД AG1906, чаша 5л, 9 программ,1600 Вт","аэрогриль редмонд ag1906, чаша 5л, 9 программ,1600 вт",аэрогрили,1.0,"[{""type"":""model"",""value"":""AG1906"",""text"":""ag1906"",""start"":18,""end"":24,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""model_catalog_exact"",""matched_candidate"":""ag1906"",""unit"":""""},{""type"":""power"",""value"":""1600 вт"",""text"":""1600 вт"",""start"":46,""end"":53,""token_start"":7,""token_end"":9,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""1600 вт"",""unit"":""Вт""}]",C,validation,"",""
b2762a2266a4100ec3680a65,Автомагнитола 7 дюймов,автомагнитола 7 дюймов,автомагнитолы,0.9999999999999998,"[{""type"":""screen_diagonal"",""value"":""7 дюйм"",""text"":""7 дюймов"",""start"":14,""end"":22,""token_start"":1,""token_end"":3,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""7 дюйм"",""unit"":""\""""}]",A,validation,"",""
83de0f4fed61047704bf5c1a,16 про Макс белый 256 гб RuStop смартфон,16 про макс белый 256 гб rustop смартфон,iphone,1.0,"[{""type"":""color"",""value"":""белый"",""text"":""белый"",""start"":12,""end"":17,""token_start"":3,""token_end"":4,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""белый"",""unit"":""""},{""type"":""memory_rom"",""value"":""256 гб"",""text"":""256 гб"",""start"":18,""end"":24,""token_start"":4,""token_end"":6,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""256 гб"",""unit"":""""}]",C,validation,"",""
776ddfc0e4bcbbed2f0e35c5,Наушники TWS Apple AirPods Pro 3  белый 2025,наушники tws apple airpods pro 3 белый 2025,наушники,1.0,"[{""type"":""brand"",""value"":""apple"",""text"":""apple"",""start"":13,""end"":18,""token_start"":2,""token_end"":3,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""apple"",""unit"":""""},{""type"":""color"",""value"":""белый"",""text"":""белый"",""start"":33,""end"":38,""token_start"":6,""token_end"":7,""confidence"":0.96238,""source"":""attribute_catalog_exact"",""matched_candidate"":""белый"",""unit"":""""}]",A,validation,"",""
c2976fc3f2d62c095c896e7a,"Thunderobot Игровой ноутбук 16"", Intel Core i9-14900HX, RAM 32 ГБ 1000 ГБ,","thunderobot игровой ноутбук 16 , intel core i9 14900hx, ram 32 гб 1000 гб,",ноутбуки,1.0,"[{""type"":""brand"",""value"":""thunderobot"",""text"":""thunderobot"",""start"":0,""end"":11,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""thunderobot"",""unit"":""""},{""type"":""processor_brand"",""value"":""intel"",""text"":""intel"",""start"":33,""end"":38,""token_start"":4,""token_end"":5,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""intel"",""unit"":""""},{""type"":""memory_ram"",""value"":""32 гб"",""text"":""32 гб"",""start"":60,""end"":65,""token_start"":9,""token_end"":11,""confidence"":0.862099,""source"":""attribute_catalog_exact"",""matched_candidate"":""32 гб"",""unit"":""ГБ""}]",A,validation,"",""
c01d77b3568b831f3c04a115,Samsung Qled 65,samsung qled 65,телевизоры,1.0,"[{""type"":""brand"",""value"":""samsung"",""text"":""samsung"",""start"":0,""end"":7,""token_start"":0,""token_end"":1,""confidence"":1.0,""source"":""brand_exact"",""matched_candidate"":""samsung"",""unit"":""""},{""type"":""display_technology"",""value"":""qled"",""text"":""qled"",""start"":8,""end"":12,""token_start"":1,""token_end"":2,""confidence"":1.0,""source"":""attribute_catalog_exact"",""matched_candidate"":""qled"",""unit"":""""}]",A,validation,"",""
